country,region,year,ypp,school,avgage,exper,hum_cap,lf2,pop,sscap,kpw,lfpr
spain,Southern Europe,1970,5861,3.29217,37.62542,28.33325,3.6027808298135824,11995,34038,18337.023464124595,18203.638855832076,0.352400258534579
spain,Southern Europe,1980,7390,5.67218,39.15866,27.48649,4.648831975584874,13011,37386,42429.31821214495,35707.64951917281,0.34801797464291445
spain,Southern Europe,1990,9583,7.72047,40.08022,26.35974,5.641725734491173,14359,38959,52858.31799297602,49562.98881150226,0.36856695500397857
spain,Southern Europe,2000,13183.82,9.06446,42.84848,27.78401,6.34283608217793,17400,39997,59796.927582361335,59125.936609927856,0.4350326274470585
sweden,Western Europe,1860,905.814,2.02375,32.66041,24.63667,2.9032215507753545,1037,3848,2066.431302243437,2066.431302243437,0.26949064449064447
sweden,Western Europe,1870,1060.696,2.68775,32.95245,24.2647,3.155408611599377,1522,4217,1821.7673362373293,1814.7097532841067,0.36092008536874554
sweden,Western Europe,1880,1277.503,3.13648,33.67202,24.53554,3.364916000228086,1696,4566,3637.0188642486946,3077.2930320498153,0.37144108628996936
sweden,Western Europe,1890,1433.441,3.50225,33.86607,24.36382,3.5246953253362423,1634,4783,4258.113462939315,4046.6446403088157,0.34162659418774827
sweden,Western Europe,1900,1818.658,3.65873,33.44982,23.79109,3.5669717980656044,2072,5137,4392.3052597578235,4379.789236305485,0.4033482577379794
sweden,Western Europe,1910,2327.508,3.76716,33.55046,23.7833,3.6187222720163654,2199,5520,7000.961133373439,6534.569310141032,0.3983695652173913
sweden,Western Europe,1920,2519.335,3.85967,33.64133,23.78166,3.6637638744901078,2602,5904,12700.104191308612,10055.293895575249,0.4407181571815718
sweden,Western Europe,1930,3898.875,3.94789,34.19344,24.24555,3.734742971430117,2891,6141,8597.527483418053,10393.034372817147,0.47077023286109754
sweden,Western Europe,1940,4330.739,4.03988,35.72305,25.68318,3.8559098603121487,2988,6371,15026.351416453464,13585.278200165485,0.4690001569612306
sweden,Western Europe,1950,5807,4.20474,37.58778,27.38304,4.003856413316921,3105,7045,21219.97771043033,20616.680916925998,0.44073811213626685
sweden,Western Europe,1960,7592,4.5224,38.40134,27.87894,4.156635612226928,3243,7495,31800.979728935195,30287.498776433895,0.43268845897264846
sweden,Western Europe,1970,10766,5.38964,40.54383,29.1542,4.592887907624418,3412,8075,45344.05895963024,44907.100745293326,0.4225386996904025
sweden,Western Europe,1980,12456,7.83161,40.19267,26.36106,5.705502157292194,4012,8310,53424.716288603944,50206.441236851504,0.48279181708784596
sweden,Western Europe,1990,14762,9.2279,40.45264,25.22474,6.213473006974813,4472,8559,54650.25020997228,54810.806164885915,0.522490945203879
sweden,Western Europe,2000,16338.87,10.19108,42.92886,26.73778,6.767129540228526,4800,8873,57157.119769052726,57740.39972647438,0.5409669784740223
switzerl,Western Europe,1888,2810.728,1.86681,33.98206,26.11525,2.902156263958308,1318,2918,7477.124952700113,7477.124952700113,0.4516792323509253
switzerl,Western Europe,1900,3420.657,2.98145,33.67762,24.69617,3.3037031302414643,1404,3315,10329.054741905125,10138.699312000857,0.4235294117647059
switzerl,Western Europe,1910,3940.876,3.67536,33.64973,23.97437,3.5854715515350244,1783,3754,11018.389960077619,10799.03629706561,0.47496004262120406
switzerl,Western Europe,1920,4833.15,4.31708,34.29219,23.9751,3.866806606014617,1861,3754,13834.699527876663,13380.143823873535,0.4957378795950986
switzerl,Western Europe,1930,5876.484,4.72014,35.1624,24.44226,4.056940020845347,1942,4066,9714.630457211806,12349.101619716914,0.47761928184948355
switzerl,Western Europe,1941,5497.579,4.9917299999999996,36.09113,25.0994,4.210574082344875,1993,4265,18271.15492967098,15318.643903194,0.46729191090269634
switzerl,Western Europe,1950,6813,4.87812,36.93283,26.05471,4.2173416972612925,2156,4718,24167.962824614347,22356.512463597253,0.456973293768546
switzerl,Western Europe,1960,9409,4.88486,36.65223,25.76737,4.204204096480276,2506,5431,35980.612639107414,34346.3460948239,0.46142515190572636
switzerl,Western Europe,1970,12942,4.99182,37.82234,26.83052,4.307557335705161,2996,6266,57137.86970858699,53605.5697033935,0.47813597191190554
switzerl,Western Europe,1980,14301,6.43049,38.55338,26.12289,4.93759317038205,3066,6385,84612.43503494411,73599.41647450023,0.48018794048551294
switzerl,Western Europe,1990,16505,7.70632,40.2657,26.55937,5.647692191309458,3861,6712,71386.57098058457,71195.7719068873,0.575238379022646
switzerland,Western Europe,2000,20861.79,9.05806,41.72669,26.66863,6.260086481796202,3938.658,7262,73781.74604180439,81437.14186709175,0.5423654640594877
uk,Western Europe,1831,2265.689,0.04324,27.45208,21.40884,2.1057986471491836,6030.708,13897,3718.62935687033,3718.62935687033,0.43395754479384036
uk,Western Europe,1841,2263.05,0.07741,27.67101,21.5936,2.1230586322926928,6906,15914,4807.891920948285,4345.156011858184,0.43395752167902474
uk,Western Europe,1851,2560.712,0.19194,28.33792,22.14598,2.178496587218252,9330,17927,4514.826088428544,4358.810169789253,0.520444022982094
uk,Western Europe,1861,2846.52,0.34571,29.17384,22.82813,2.2513530701944373,10518,20067,4840.438729147037,4827.939396048836,0.5241441172073553
uk,Western Europe,1871,3324.587,0.64959,29.64524,22.99564,2.351774148198885,11883,22713,5994.560811561577,5868.261967856027,0.523180557390041
uk,Western Europe,1881,3341.273,1.03042,31.19437,24.16395,2.5230384264431662,12839,25977,8076.074919611605,7304.756335931916,0.49424490895792433
uk,Western Europe,1891,3549.641,1.85662,31.71893,23.86231,2.804947998658107,14498,29005,6724.4245853772145,7109.386975493869,0.4998448543354594
uk,Western Europe,1901,4109.609,2.52059,32.20954,23.68895,3.057339214646899,16302,32528,8016.556580432263,8090.290042587298,0.5011682242990654
uk,Western Europe,1911,4101.731,2.95824,33.11838,24.16014,3.2665422188097333,18344,36072,10126.976383034631,9172.932429451244,0.5085384785983589
uk,Western Europe,1921,3383.253,3.32103,34.47623,25.1552,3.4807611808578454,19359,37887,8326.288590101918,7885.467630239145,0.5109668223929053
uk,Western Europe,1931,3961.065,3.7478,35.52626,25.77845,3.717565430984109,21073,39951,8114.643814657784,8442.555389348585,0.5274711521613977
uk,Western Europe,1951,5582,4.15947,38.87151,28.71204,4.040166887875723,22610,43759,10696.172949411233,10913.709455990254,0.516693708722777
uk,Western Europe,1961,6971,5.39713,39.94145,28.54432,4.570899442079053,24014,46106,21377.837010508138,18490.176234993847,0.520843274194248
uk,Western Europe,1971,8655,6.76777,40.32117,27.5534,5.196602257492303,25190,48748,33795.23284892331,29863.95396264865,0.5167391482727497
uk,Western Europe,1980,10167,8.52942,39.90787,25.37845,5.938092774008502,23005,56360,44997.55556511731,44789.18465676336,0.4081795599716111
uk,Western Europe,1990,13217,9.79472,39.87611,24.08139,6.347944120933838,26604,57411,50228.436495051,50623.14974019873,0.4633955165386424
uk,Western Europe,2000,16187.64,10.72928,42.97425,26.24496,6.976574241865385,29900,59508,53810.058655842164,55077.877494115615,0.5024534516367547
canada,Western Europe,1871,1576.292,0.37697,29.73584,23.35888,2.2814967571116966,1226.721,3692,5223.512083512358,5223.512083512358,0.33226462621885156
canada,Western Europe,1881,2184.008,2.08794,30.31847,22.23053,2.81301820155367,1430.221,4321,7629.316665869577,7518.767452885117,0.33099305716269384
canada,Western Europe,1891,2571.688,2.91759,31.14483,22.22725,3.1436042752678395,1612,4832,11413.610159675754,10442.25169138785,0.3336092715231788
canada,Western Europe,1901,2861.185,3.54384,31.98671,22.44286,3.4322602185250917,1783,5372,12431.753955619179,12140.887276951758,0.3319061801935964
canada,Western Europe,1911,3522.978,3.85326,32.64756,22.7943,3.6000545567499582,2724,7207,11822.64610670204,12205.573479050374,0.37796586651866243
canada,Western Europe,1921,3009.056,4.52991,33.59279,23.06288,3.8915440231645615,3171,8790,19897.627416536696,15722.295629709175,0.3607508532423208
canada,Western Europe,1931,3324.986,5.08163,34.06117,22.97954,4.1086314807221465,3929,10375,19130.7904683898,18172.232908909056,0.3786987951807229
canada,Western Europe,1941,4924.366,5.67589,34.81366,23.13777,4.374687112022075,4512,11509,13093.223174500261,16898.16992953656,0.3920410113823964
canada,Western Europe,1951,6511,6.07429,36.31268,24.23839,4.636936912146135,5288,14010,20306.909325644974,21185.4584047145,0.3774446823697359
canada,Western Europe,1961,7261,6.96688,36.40493,23.43805,5.0093141023211105,6473,18138,39396.469919061914,34546.111857468786,0.3568750689160878
canada,Western Europe,1971,10599,7.77243,37.3317,23.55927,5.444859758290157,8419,21571,43707.740890872345,44390.81635926484,0.39029252236799405
canada,Western Europe,1980,14133,9.10188,39.0901,23.98822,6.046865266533887,11735,24042,54954.955717176614,52274.76493888185,0.48810415106896266
canada,Western Europe,1990,17173,10.97587,40.57558,23.59971,6.825618775238591,13903,26522,64722.22215919919,62712.514987369534,0.5242063192821054
canada,Western Europe,2000,18785.92,12.30652,42.64121,24.33469,7.560119523097517,16500,31278,63375.42608790253,65165.042521125135,0.5275273355073854
costaric,Latin America,1951,1464,0.97177,29.14779,22.17603,2.4198046166797473,274,800,4562.193535734621,4562.193535734621,0.3425
costaric,Latin America,1963,2270,2.08336,30.74201,22.65865,2.8331325284363005,397,1335,8191.631833859424,8188.063148633083,0.2973782771535581
costaric,Latin America,1973,3232,3.8211,30.93566,21.11456,3.4733550498721897,565,1871,13318.123527363965,12868.067107195175,0.3019775521111705
costaric,Latin America,1980,3717,5.27411,32.08484,20.81073,4.021504152755915,796,2245,20052.777849963317,16794.871088753407,0.35456570155902006
costaric,Latin America,1990,3499,6.91611,33.00631,20.0902,4.676083964834323,1019.864,2994,20437.265559913372,18903.802274093625,0.3406359385437542
costarica,Latin America,2000,5670.831,7.42191,34.05273,20.63082,4.977346909604753,1455,3711,19583.389217125216,21283.185482077814,0.3920776071139854
domrep,Latin America,1950,949,0.44643,27.60255,21.15612,2.21165852970328,800,2138,2165.2176546881446,2165.2176546881446,0.37418147801683815
domrep,Latin America,1960,1195,1.63534,29.57852,21.94319,2.633386077408728,821,3048,5288.485846184736,4885.029086943232,0.2693569553805774
domrep,Latin America,1970,1536,3.23647,29.90941,20.67294,3.1830440902666024,1130,4005,5387.110613490308,5559.883674976066,0.28214731585518105
domrep,Latin America,1980,2343,4.64751,31.76903,21.12152,3.798594006588847,1778,5558,10519.950502039646,9822.944406206503,0.3198992443324937
domrep,Latin America,1990,2166,6.91722,32.41533,19.49811,4.616662308695875,1876,7074,17538.727544313257,14837.812466202491,0.2651964942041278
domrep,Latin America,2000,3931.776,7.52618,34.31633,20.79015,5.046500334599226,3600,8443,13030.422442562942,13859.596415097742,0.4263887243870662
elsalvad,Latin America,1950,1206,0.70482,28.71052,22.0057,2.327400780396344,655,1856,2924.6483266514015,2924.6483266514015,0.35290948275862066
elsalvad,Latin America,1961,1407,1.99447,30.96077,22.9663,2.814754369336712,808,2511,4155.189282221537,4036.908674902771,0.321784149741139
elsalvad,Latin America,1971,1815,3.5909,31.20427,21.61337,3.4009166560299953,1165,3554,5209.654220264726,5183.840434535132,0.32779966235227914
elsalvad,Latin America,1980,2014,4.73943,29.39352,18.65409,3.634519808287769,1719,4797,6670.807976321156,6184.908264772884,0.35834896810506567
elsalvad,Latin America,1990,1824,5.42157,30.49514,19.07357,3.9316492722587846,1977.903,5172,8374.729276219874,6825.924815613773,0.3824251740139211
elsavador,Latin America,2000,3017.57,5.82089,34.52616,22.70527,4.405924004292456,2660,6123,8200.662599963187,8628.423417574051,0.43442756818552997
guatemal,Latin America,1950,1532,0.81951,27.10218,20.28267,2.2837894436489763,967,2790,2500.145536074642,2500.145536074642,0.34659498207885303
guatemal,Latin America,1964,1771,1.18556,27.51078,20.32522,2.4007548290271865,1319,4286,5790.358487367076,5273.885834713081,0.30774615025664953
guatemal,Latin America,1973,2193,1.98611,27.65721,19.6711,2.635284642820585,1546,5159,7445.0454284480165,7186.487117532801,0.2996704787749564
guatemal,Latin America,1980,2574,2.67498,28.81356,20.13858,2.9195047624632062,1696,7262,9812.202724389406,10177.401409083113,0.23354447810520518
guatemal,Latin America,1990,2127,3.634,29.43595,19.80195,3.2958694412782115,2387,9197,10393.873528990216,9087.69993718634,0.2595411547243666
guatemala,Latin America,2000,2591.398,4.83134,31.47675,20.64541,3.832625203060184,3800,12640,10606.813729831996,10309.220914787133,0.30063291139240506
haiti,Latin America,1950,558.6202,0.09916,27.44749,21.34833,2.1191263400588274,1693,3096,500.7701558450502,500.7701558450502,0.5468346253229974
haiti,Latin America,1971,894,0.44164,27.86826,21.42662,2.2220453487776073,2327,4331,849.1361956522004,845.9478263417324,0.5372893096282614
haiti,Latin America,1980,1033,1.47914,29.3195,21.84036,2.573846570559238,1871,5009,3766.41964020496,2844.582045126821,0.3735276502295867
haiti,Latin America,1985,911,2.10942,31.77429,23.66487,2.892311472746307,3012,6100,3902.0221132434694,2605.729425452727,0.4937704918032787
haiti,Latin America,2000,1031.06,3.27711,32.76531,23.4882,3.372353943223829,3456,6868,1919.9659377705163,2177.529521104606,0.5032032615026208
honduras,Latin America,1930,1239.948,0.10477,26.37408,20.26931,2.0746210282198265,244.7893,858,5044.972080497176,5044.972080497176,0.28530221445221443
honduras,Latin America,1940,856.5385,0.57852,26.77431,20.19579,2.207156200932277,319.2641,1108,3042.5955767562655,3263.043612063914,0.28814449458483754
honduras,Latin America,1950,981,0.81477,28.56321,21.74844,2.3505052381372824,500,1367,2212.9659694423594,2462.5241123544465,0.365764447695684
honduras,Latin America,1961,1031,1.39171,27.92321,20.5315,2.47866249955786,571,1885,4780.135794314727,4266.621627838831,0.3029177718832891
honduras,Latin America,1974,1266,2.33536,28.9562,20.62084,2.8179678370068015,755,2655,6703.5596669152465,6453.223600978352,0.2843691148775895
honduras,Latin America,1980,1519,3.28691,28.71128,19.42438,3.1200155943562313,1075,3691,7133.791983237664,7297.859781853015,0.291248984015172
honduras,Latin America,1990,1377,5.4353,30.29809,18.86279,3.918112371722866,1417.838,5105,8964.4227753050909,8711.963349632799,0.2777351616062684
honduras,Latin America,2000,1642.823,5.89722,31.61022,19.71299,4.184515807017138,2000,6250,16735.193697239214,13170.671798394611,0.32
jamaica,Latin America,1953,1155,2.39303,32.01896,23.62593,3.0024241128555924,615,1478,2696.6032467495493,2696.6032467495493,0.41610284167794315
jamaica,Latin America,1960,1773,3.44437,32.66125,23.21688,3.433104658400695,608,1611,7095.426398233599,6187.174018691909,0.37740533829919304
jamaica,Latin America,1970,2645,4.07813,33.92752,23.84939,3.7670078025578726,751,1812,9964.755499014993,9514.95069958366,0.4144591611479029
jamaica,Latin America,1980,2362,7.78655,33.21717,19.43062,5.0327824392140466,685,2172,20189.068879144525,16110.351660930246,0.31537753222836096
jamaica,Latin America,1990,2545,8.95869,32.87735,17.91866,5.298427084490575,930.5,2356,9609.356489047303,11364.788443147721,0.3949490662139219
jamaica,Latin America,2000,2405.807,9.1377,35.86143,20.72373,5.7119301710138695,1360,2653,18512.488278564633,13859.831032282702,0.5126272144741801
mexico,Latin America,1895,1001.574,0.1325,27.51917,21.38667,2.130214118955027,6164,12633,2027.1519912868214,2027.1519912868214,0.4879284413836777
mexico,Latin America,1910,1270.947,0.36147,27.19078,20.82932,2.1722982315731114,8294,15191,2303.003266697114,2302.1420967489094,0.5459811730629979
mexico,Latin America,1921,1483.776,0.81701,27.80167,20.98466,2.316299571482819,5762,14335,4571.4830460569165,4195.127693670293,0.401953261248692
mexico,Latin America,1930,1470.412,1.28858,29.28587,21.9973,2.5163730527370367,5703,16561,4893.717928318097,4877.633421446977,0.34436326308797777
mexico,Latin America,1940,1683.281,1.81267,28.71521,20.90255,2.6425168096242047,6131,19657,4610.07421088545,5161.63809852281,0.31189906903393194
mexico,Latin America,1950,2198,2.05526,28.70611,20.65085,2.715839191225209,7789,25791,6747.523354827061,6808.418285896085,0.3020045752394246
mexico,Latin America,1960,2836,2.24003,29.34211,21.10208,2.809506935062319,11333,34922,9496.899952247655,9126.819313572822,0.32452322318309373
mexico,Latin America,1970,3987,2.95377,30.60547,21.6517,3.1249147411994316,11957,48223,19671.505120133595,18960.210078208314,0.2479522219687701
mexico,Latin America,1980,6054,4.57226,31.68048,21.10822,3.7688314756275925,21942,69393,24182.409595810124,23830.993506140832,0.31619904024901646
mexico,Latin America,1990,5827,7.25093,32.30597,19.05504,4.727525899441071,24189,81724,43583.04598822969,35424.22149720146,0.2959840438549263
mexico,Latin America,2000,6055.76,8.17581,36.61281,22.437,5.530028670169954,40100,100350,33985.722118088284,31438.931677603014,0.3996013951170902
nicaragu,Latin America,1950,1152,0.86892,27.36727,20.49834,2.3093730944097755,330,1058,3868.6495816791785,3868.6495816791785,0.31190926275992437
nicaragu,Latin America,1963,1928,1.50317,28.26785,20.76468,2.528069833717032,476,1535,6240.852275095594,6285.000481662964,0.31009771986970686
nicaragu,Latin America,1971,2344,2.83319,28.3338,19.500610000000002,2.940959827473536,505,1876,12603.48999945287,11173.78379758163,0.26918976545842216
nicaragu,Latin America,1980,1853,3.65412,29.69275,20.03863,3.3217142831107562,776,2672,13967.444035033372,11300.753462308156,0.2904191616766467
nicaragu,Latin America,1990,1294,6.86285,30.98062,18.11777,4.446867874795327,876,3676,13021.500531858674,11305.536213974112,0.2383025027203482
nicaragua,Latin America,2000,1443.484,6.8652,31.50385,18.63865,4.503338452257239,2000,4813,3884.7753441652794,4992.442229635601,0.415541242468315
panama,Latin America,1950,1309,1.52014,30.94125,23.42112,2.661951232678797,242,757,4628.9168916927265,4628.9168916927265,0.31968295904887717
panama,Latin America,1960,1575,3.26443,31.11232,21.8479,3.269941189875889,331,1077,5547.919129273738,5620.563734584473,0.3073351903435469
panama,Latin America,1970,2584,4.56338,32.35566,21.79228,3.815939884789187,469,1428,9090.331180981748,8988.137757923369,0.3284313725490196
panama,Latin America,1980,3392,6.47923,33.5476,21.06837,4.5657052828525,501,1835,24343.99702321589,21422.949930977837,0.2730245231607629
panama,Latin America,1990,2888,8.27047,33.64301,19.37254,5.231123116232694,793,2418,19728.505554168132,17766.468615939095,0.3279569892473118
panama,Latin America,2000,3918.029,8.93743,35.60709,20.66966,5.628421332059362,1160,2808,20553.97839142741,20118.88766508008,0.4131054131054131
trinidad,Latin America,1960,5627,3.48525,32.48137,22.99612,3.4389149495947198,262,825,24445.013307463018,24445.013307463018,0.31757575757575757
trinidad,Latin America,1970,6795,4.46034,33.34161,22.88127,3.852144476068341,351,876,19349.63253751261,20881.081531980773,0.4006849315068493
trinidad,Latin America,1980,11262,6.57607,33.33875,20.76268,4.582176025349637,346,994,28021.89899734187,31070.12683114031,0.34808853118712274
trinidad,Latin America,1990,7764,7.98579,34.49376,20.50797,5.255656893305109,497,1236,49821.711457667094,32162.01859337323,0.4021035598705502
trinidad,Latin America,2000,5732.695,8.94114,36.6136,21.67246,5.74308774290103,580,1176,64054.04723834647,33253.029654436374,0.4931972789115646
usa,Western Europe,1870,1707.423,3.63375,31.77135,22.1376,3.4545147543850896,12920,39732,5962.680339691959,5962.680339691959,0.32517869727172055
usa,Western Europe,1880,2556.02,4.26985,32.39695,22.12711,3.727806533662758,17390,49444,8155.934927648364,8178.1903554216615,0.3517110266159696
usa,Western Europe,1890,3152.971,4.69551,32.57165,21.87613,3.8733509076329637,23470,62590,10885.662673846644,10447.051420211528,0.37498002875858766
usa,Western Europe,1900,3807.601,5.00403,33.24332,22.23928,4.0230567529914465,29070,75639,13601.71896888773,13177.178372252532,0.38432554634513943
usa,Western Europe,1910,4912.138,5.27065,33.82294,22.55229,4.156402847150127,36730,91556,15692.090126732237,15874.075620620892,0.40117523701341257
usa,Western Europe,1920,4979.529,5.73537,35.31577,23.5804,4.43388865836324,41610,105282,21823.282628693472,19545.44713105624,0.39522425485838036
usa,Western Europe,1930,5705.626,6.59874,36.30599,23.70724,4.847960010142453,48840,121178,21293.971263897896,21535.170974531196,0.40304345673307035
usa,Western Europe,1940,6339.433,7.77414,37.21049,23.43635,5.434698254061437,52015,130994,18394.76564214591,20769.65485607641,0.3970792555384216
usa,Western Europe,1950,8772,8.57579,38.56879,23.99301,5.834811732453051,60255,149975,20036.204509360887,22587.830584816533,0.4017669611601934
usa,Western Europe,1960,9895,9.23747,40.38138,25.14391,6.210367047026021,69645,177680,37027.2767747795,33082.5938203847,0.3919687077892841
usa,Western Europe,1970,12963,10.68685,40.27659,23.58975,6.691680242969883,85399,200353,40037.69617422872,39986.38186721938,0.42624268166685797
usa,Western Europe,1980,15295,11.64489,39.84035,22.19546,6.970458468413912,105969,227704,49693.014953875696,47358.35655342159,0.4653804939746337
usa,Western Europe,1990,18054,12.45792,40.16749,21.70957,7.299807661007178,122421,250372,57439.52043170195,55841.32367356289,0.488956432827952
usa,Western Europe,2000,23549.41,13.05299,40.89767,21.84468,7.620804945409577,140863,281422,69359.11503792199,69953.34099166573,0.5005401141346447
argentin,Latin America,1895,2556.356,0.21308,27.32961,21.11653,2.1418831099107503,2652,3955,2976.4375560549333,2976.4375560549333,0.670543615676359
argentin,Latin America,1914,2863.519,0.53362,28.8596,22.32598,2.2881108024747077,3162,7878,21607.93730900284,19801.443180627433,0.4013709063214014
argentin,Latin America,1922,3159.835,1.55665,29.91068,22.35403,2.6256374377686584,3908,9339,12105.812173218648,15893.525971615652,0.4184602205803619
argentin,Latin America,1935,3623.759,2.30017,31.71622,23.41604,2.9550039867171174,5044,12311,24213.99786970136,22761.274264318905,0.40971488912354803
argentin,Latin America,1947,4493.615,3.00133,33.25248,24.25115,3.290129744440981,6268,15889,2310.5813285281247,9374.634842745028,0.3944867518408962
argentin,Latin America,1960,4462,3.53474,35.12796,25.59321,3.603879845558057,7600,20011,17799.759367444374,15258.760054656721,0.3797911148868123
argentin,Latin America,1970,5637,4.1614,36.57405,26.41265,3.940816754803413,9011,23362,23930.398424350766,22304.721293917584,0.3857118397397483
argentin,Latin America,1980,6506,5.90086,37.47494,25.57408,4.646340869322079,9990,28237,34907.075264193416,32535.485410569345,0.35379112511952404
argentin,Latin America,1990,4706,7.73997,38.44375,24.70378,5.525540109492036,12662.62,32322,37562.64657293695,27300.564050379922,0.3917647422807995
argentina,Latin America,2000,8310.345,9.40526,41.97017,26.56491,6.401517041429608,15000,36955,23219.33770191528,28989.379858882246,0.4058990664321472
bolivia,Latin America,1950,1274,1.04619,28.69282,21.64662,2.419823249247031,1050,2704,4230.795077229998,4230.795077229998,0.38831360946745563
bolivia,Latin America,1962,1219,2.09466,29.66652,21.57186,2.780831545326811,1188,3507,6305.197115227358,5740.3675874831715,0.33875106928999144
bolivia,Latin America,1975,1835,3.26884,31.00465,21.73581,3.2649224156136043,1496,4649,8137.406826296398,8324.66563441235,0.3217896321789632
bolivia,Latin America,1980,1989,4.20762,33.51513,23.30751,3.782643107238579,1693,5570,9018.729124441243,9307.247847016632,0.30394973070017955
bolivia,Latin America,1990,1658,5.62295,32.17007,20.54713,4.143210622649974,2630.3,7172,7022.256413787825,6641.284187212714,0.36674567763524824
bolivia,Latin America,2000,1635.949,6.48644,38.55,26.06356,4.961757437221121,3400,8153,7648.31265011553,6949.889970246006,0.41702440819330305
brazil,Latin America,1872,413.4898,0.04208,27.28299,21.24091,2.09853818509093,3240.065,10111,1194.972439387586,1194.972439387586,0.3204495104341806
brazil,Latin America,1889,399.8327,0.17401,26.44684,20.27283,2.0941143094530736,4581.026,15336,1235.9158076600522,1236.0637578901078,0.29871061554512257
brazil,Latin America,1906,461.791,0.32296,25.98359,19.66063,2.108336188133558,6189.162,19314,1340.2897733183192,1339.0172211296717,0.32044951848400127
brazil,Latin America,1920,636.8657,0.69935,25.51658,18.81723,2.1755980668352146,9151,30635,1444.2924066994487,1532.5628089647153,0.2987106251020075
brazil,Latin America,1928,1009.766,0.84634,25.95364,19.10731,2.2336979821715452,10272.06,34503,2031.6870918605557,2159.032023937035,0.2977149813059734
brazil,Latin America,1940,1047.59,1.19211,27.06104,19.86894,2.3795519174990796,14020,41239,3044.000858163435,2679.4666128709832,0.3399694463978273
brazil,Latin America,1950,1265,1.62567,27.86286,20.23719,2.541869159593007,17117,51947,5353.23265954969,4709.716037856804,0.32950892255568176
brazil,Latin America,1960,1784,2.16672,28.66162,20.4949,2.7478231049522512,22652,69588,6133.861343219827,6284.91676232348,0.32551589354486404
brazil,Latin America,1970,2434,2.81201,31.02084,22.20883,3.0983911719942694,29588,93139,6833.563212188575,7351.993774489529,0.3176757319704957
brazil,Latin America,1980,4303,4.40666,32.98493,22.57826,3.810849003962037,42913,121286,17465.060061259388,16248.542930314976,0.3538165987830417
brazil,Latin America,1990,4042,5.7731,33.80803,22.03493,4.331595717036944,62101,149042,19429.960676807143,16715.231350515354,0.4166677849196871
brazil,Latin America,2000,5031.574,6.59312,37.52283,24.92971,4.9376129207942325,79766.29,172860,19816.31619296857,19476.956838918217,0.4614502487562189
chile,Latin America,1895,1096.161,0.17334,27.34786,21.17452,2.1329672811204534,961.2241,2687,2649.9743480074626,2649.9743480074626,0.3577313360625233
chile,Latin America,1907,1302.124,1.01331,28.74182,21.72851,2.412962872316331,1169.884,3248,3139.8728189459275,3137.115589252383,0.360185960591133
chile,Latin America,1920,1389.763,1.70506,29.31284,21.60778,2.6412056539217885,1343,3751,3942.7023003945874,3760.789869075775,0.35803785657158094
chile,Latin America,1930,2027.674,2.84736,30.41689,21.56953,3.0758060592591145,1339,4289,4671.983876785133,5142.885214125645,0.31219398461179765
chile,Latin America,1940,2034.489,3.52039,30.09174,20.57135,3.299552984319915,1746,5023,5984.176086604276,5423.93598457264,0.34760103523790564
chile,Latin America,1952,2582,3.57209,31.60084,22.02875,3.4191637375837667,2136,5932,6374.306536333644,6452.355252667323,0.3600809170600135
chile,Latin America,1960,2885,4.10069,32.32806,22.22737,3.671443834154779,2372,7374,7667.984131943804,7826.260840189409,0.3216707350149173
chile,Latin America,1970,3605,4.99916,34.26082,23.26166,4.094292783711895,2697,8885,14146.07632852306,12927.96943796827,0.3035453010692178
chile,Latin America,1980,3892,6.70688,32.23233,19.52545,4.522360083760022,3366,11104,16826.588186085897,15815.797865926168,0.30313400576368876
chile,Latin America,1990,4338,7.99665,34.16079,20.16415,5.223522590143193,4489.266,13173,20068.26077014821,18454.427220225924,0.34079298565247096
chile,Latin America,2000,6261.972,9.17355,38.08538,22.91184,5.968352940639928,6200,15154,28873.235525289267,26930.374311508414,0.40913290220403853
colombia,Latin America,1917,1028.78,0.3993,28.05651,21.65722,2.2193476470037283,1896.04,5701,2726.124447711668,2726.124447711668,0.33258024907910894
colombia,Latin America,1938,1220.092,0.86198,27.47249,20.61051,2.3125952991533314,2973,8705,7056.1669242324715,6585.969899592923,0.34152785755313037
colombia,Latin America,1951,1480,1.32546,27.72001,20.39456,2.4497478478127914,3744,11227,7515.098579995305,7686.249427999427,0.33348178498263115
colombia,Latin America,1964,1728,1.72506,28.46489,20.73984,2.603042882142868,5132,17482,6346.048262344785,7166.127121605476,0.29355908934904473
colombia,Latin America,1973,2440,2.87633,29.60381,20.72749,3.036477115942777,5417,22849,12476.874475389877,12498.155841651147,0.23707820911199615
colombia,Latin America,1980,2946,4.18905,32.00354,21.81449,3.67591102535891,8074,25892,11426.754831495584,11442.52587195281,0.31183377104897264
colombia,Latin America,1990,3300,5.6688,32.13262,20.46382,4.1552392172687105,14535,32300,11266.602157738804,10442.802183430678,0.45
colombia,Latin America,2000,4048.63,6.86128,36.17274,23.31146,4.945657901466697,18500,39686,14698.833811996128,13950.379283970577,0.46615935090460114
ecuador,Latin America,1950,1194,0.29956,28.92473,22.62517,2.2294573164407048,1206,3203,2393.4887835560617,2393.4887835560617,0.3765220106150484
ecuador,Latin America,1962,1454,1.54956,30.22005,22.67049,2.638114084636283,1443,4475,5158.752532562281,4730.273531405133,0.3224581005586592
ecuador,Latin America,1974,2498,2.96824,30.82516,21.85692,3.14323963832126,1910,6511,7928.00258615486,8096.0121103244455,0.29334971586545844
